apple|苹果
aunties|(aunt的昵称)伯母( auntie的复数形式 ); 婶母; 姑母; 姨母
abassi|(Abassi)人名；(巴基)阿巴西
aecidia|（英）锈子器 (aecidium的变形)
abstr|摘要（abstract）
arrivederci|再见
adenosis|[医] 腺病
afridi|阿夫里迪蜡防花布
arctiid|&adj. [昆虫]灯蛾（的）
abomasa|abomasum的复数
altigraph|[机] 高度记录器
amalekite|亚玛力人(基督教《圣经》所载出埃及前后生活在迦南南部一带的一游牧部落成员)
aorticorenal|[医] 主动脉[与]肾的
aromatizing|芳化的
amidase|[生化]酰胺酶
augitite|玻辉岩
aneath|[苏格兰英语]
allophane|水铝英石
adjournment|延期, 休会, 休会期间
absurdity|荒谬, 悖理, 荒谬的言行
aircraftman|空军士兵
abn|abducent nerve 外展神经; airborne 空降的; 空中的; 机上的
amphigony|两性生殖, 有性生殖
archosyrinx|[医] 直肠灌注器; 肛瘘
adultness|老成；成熟
appassionata|[音]热情的
aurantium|橙黄(色)
aphaeretic|词首字母（或音节）脱落的
adjudge|宣判, 判决, 裁定给, 认为
arctation|[医] 孔道狭窄
adenomatous|腺瘤
alois|(Alois)人名；(德、英、捷、罗、西)阿洛伊斯；(法)阿卢瓦
abrosia|[医] 断食, 禁食
antibaryon|重子的反物质微粒, 反重子
arsenates|[无化] 砷酸盐；砒酸盐
atrichosis|[医] 毛发缺乏, 秃; 无鞭毛
abutted|邻接；毗邻；紧靠
alban|奥尔本(亦作Alben, Albin)(m.)
applicator|[医] 声极(超声治疗用); 敷料器, 涂药器
aquosity|潮湿
antibromic|[医] 抗臭的, 除臭剂
autoecism|单主寄生
anthratetrol|[化] 蒽四酚
aways|离去，离开；在远处
adoringly|敬慕地；崇拜地
accroides|[机] 禾木胶
adagial|adage的变形
amboceptoid|类介体
auspicated|开张；举行…开幕礼
anoscope|肛门窥器, 肛镜
acrobats|杂技演员( acrobat的复数形式 ); 立场观点善变的人, 主张、政见等变化无常的人
athreptic|[医] 营养不足的
antitheft|防盗
attunement|协调；调音；调和
achlorhydria|[医]胃酸缺乏
allotropic|同素异形的
antivenin|[化] 抗蛇毒血清
artisanry|手艺,工艺,手艺活
alliable|可结盟的；ally的变形
anticaustic|[医] 抗腐蚀的
asperities|粗暴( asperity的名词复数 ); （表面的）粗糙; （环境的）艰苦; 严寒的天气
arrowhead|箭头, 镞, 慈菇
avar|阿尔瓦人, 阿尔瓦语
accel|accelerando (Italian=accelerating) （意大利语）加速（的）; accelerating 加速（的）; acceleration 加速; accelerate(d) 加速的
abietate|[医] 松香酸盐
aspergillum|洒水器
adulator|谄媚的人
aricine|里新(萝芙木叶中的一种生物碱)阿锐素
acolous|[医] 无肢的
advertised|广告的
acranial|[医] 无颅的
avesta|波斯的古经,火袄教的圣典
appellee|被上诉人
aspirates|吸气( aspirate的第三人称单数 )
acidproof|耐酸的
arcella|[医] 蕈状变形虫属
albumoid|[医] 硬蛋白; 蛋白样的; 蛋白质
asymptotes|(asymptote 的复数) n. 渐近线
arsonium|[化] 砷┹; (曾称)
ambivalently|有矛盾感情地
alphanumeric|字母数字的
affrays|滋事；骚乱；争论
aventine|阿文丁（古罗马七座山峰之一。于公元前 456年成为平民居住地 ）
adjacence|接近, 毗连
alecithic|[医] 无卵黄的
anaphora|首语重复法
anathematise|诅咒, 咒
apyrene|[医] 无核的
adze|[机] 扁斧
aren|雅伦（英国的音响品牌）；爱伦（男子名）
amentia|智力缺陷
asportation|带走(主指抢劫), 抢走
adipolytic|[医] 脂肪水解的
aldehyde|醛, 乙醛
adjustage|辅助设备, 精整设备
alkalinities|(alkalinity 的复数) n. 碱度
arthrosis|关节, 关节病
allotropy|同素异形(现象)
astomous|无开口的
animism|万物有灵论
akinesia|[医]运动不能,失运动能
abortional|流产的
autopilot|[化] 自动驾驶仪
acetylated|[机] 乙酰化了的
amphictyony|近邻同盟
anuria|无尿(症)
avahi|[网络] 毛狐猴属；绒毛狐猴
antipyrine|安替比林(退热及止痛剂的一种)
adherer|adhere的变形
angiomegaly|[医] 血管增大
anatolian|安那托利亚语
aspirer|渴望, 追求
abraser|磨料
acidulated|带酸性的, 乖僻的, 易怒的
apologetical|道歉的, 辩解的
acetimeter|醋酸比重计
argentinean|阿根廷的, 阿根廷人的, 阿根廷人
anelectric|[前缀]不能因摩擦而生电的物质
aeromedicine|航空医学
anchovies|凤尾鱼( anchovy的复数形式 )
ascendants|(ascendant 的复数) n. 支配地位, 优势, 运星
anhistous|[医] 无构造的
agley|斜斜地, 歪地
appearer|appear的变形
arbitrations|(arbitration 的复数) n. 仲裁, 公断
ahab|亚哈（以色列国王）
antisaloon|[美]反对卖酒的 Antisaloon League of America 美国主张关闭酒店的同盟
acadia|阿卡迪亚（1604-1713年法国在北美东南沿海一带的殖民地）, 美国路易斯安娜州东南部的教区
archegone|[植](雌性器官)藏卵器
arsenicalism|[医] 慢性砷中毒
accordatura|基调
aker|(AK 的比较级) [计] 确认, 肯定, 收悉
antioxidants|(antioxidant 的复数) n. 抗氧化剂, 防老化剂
awm|automatic washing machine 自动洗衣机; awaiting maintenance 等待维修
attestator|证明者, 证人
arterialize|氧化为动脉血
aortectasia|[医] 主动脉扩张
arachidic|[医] [落]花生的
asaphia|[医] 语音不清
abatable|可以降价的
affricate|塞擦音
anadicrotic|[医] 升线二波[脉]的
aperistalsis|蠕动停止
adoptability|采纳性
adumbrant|略显相似轮廓的, 预示的
avidin|[生化]抗生物素蛋白
alderfly|蜻蜓科的昆虫
absurdly|荒谬地, 荒唐地, 愚蠢地
anfractuose|多弯曲的
ateleiosis|发育不全, 幼稚型(因脑下垂体功能不足而引起, 有侏儒体型, 但智力正常)
alate|有翼的, 有翼状附属物的
areometry|(液体)比重测定(法)
aerologic|aerology的变形
aquadag|[美]胶体石墨(商品名)
arthrectomy|关节切除术, 关节截除术
airward|向上地, 朝上地
astigmometry|[医] 散光测量法
avirulent|无毒力的
antenor|安忒诺耳（特洛伊人领袖之一，主和派）
afterglows|(afterglow 的复数) n. 晚霞, 夕照
ammonoidea|菊石亚纲; 菊石亚纲
aquatinting|【印刷】
alumnae|pl. 女毕业生, 女校友
acorea|[医] 无瞳孔[畸形]
amarelle|[植]酸樱桃
araignee|蜘蛛；渔网；二轮轻便马车
acardia|[医] 无心[畸形]
alehouse|出售麦酒(比普通啤酒要烈,色深)的酒店,酒馆
aureole|光轮, 光环
alvina|阿尔文娜(f.)
anarchists|无政府主义者( anarchist的复数形式 )
atheromas|动脉粥样化；粉瘤
acclamations|(acclamation 的复数) n. 欢呼, 称赞, 喝彩
amphistomous|【植物学】两面气孔的；【动物】端盘亚目的
acutenaculum|[医] 持针器
alopias|[医]深海长尾鲨
amathophobia|[医] 飞尘恐怖
amethysts|紫蓝色宝石( amethyst的复数形式 ); 紫晶; 紫水晶; 紫色
agavose|龙舌兰糖
asphalts|铺沥青于, 铺柏油于( asphalt的第三人称单数 )
agreeability|约定性
allopath|对抗疗法医生
abaser|abase的变形
agrammatism|[医] 语法缺失
anions|[化学] 阴离子（anion的复数形式）；[化学] 负离子
accipiter|鹰属禽鸟, 猛禽
allograft|同种移植物
attainer|attain的变形
amperometer|安培计
aotus|[网络] 夜猴属；二名法；吼猴
aloin|芦荟素
adscendent|上升的
aviating|驾驶飞机, 乘坐飞机( aviate的现在分词 ); 驾驶（飞机）
advisably|适当地, 明智地
annunciative|annunciate的变形
apostatical|变节的；脱党的；背教的 (apostate的变形)
algerians|阿尔及利亚人, 阿尔及尔人( Algerian的复数形式 )
amnesties|大赦( amnesty的名词复数 )
almohad|[网络] 穆瓦希德；穆瓦希德王朝；阿蒙哈德
autograph|亲笔, 亲笔签名, 手稿
aggressin|[医] 攻击素
acridly|acrid的变形
archelaus|亚基老（圣经人物）
amphidetic|两面伸展的, 全韧带
acidifiers|(acidifier 的复数) n.成酸剂
anorthose|歪长石
adenoncus|[医] 腺肿
accipitrine|【鸟类】
angiographic|血管造影术的, 血管照相术的
axman|用斧者, 伐木工
autographism|(=dermographism)[医]划皮现象, 皮肤划纹症
adrenalin|肾上腺素
angiocarpic|被子实体的; 具囊孢子
attempters|(attempter 的复数) n. 企图, 试图；攻击 (attempt的变形)
apophylactic|[医] 防御力减退的
axilla|腋, 腋窝
acrinyl|[化] 羟苄基
acocanthera|[医] 箭毒木属(夹竹桃科)
affluxion|[机] 汇流
aba|宽大无袖长袍, 驼毛织物
abusage|文字的滥用
apterygota|[医] 无翅类
actification|再生[复活]作用
apterygidae|无翼鸟科
actuation|开动, 激励
aru|音频响应装置
adradius|从辐；纵辐
ambulatory|步行的, 走动的, 流动的, 非固定的
anisated|[医] 含茴香的
alchemising|(alchemise 的现在分词) v. [用鍊金术] 使之变质
apocalyptic|天启的, <<启示录>>的
arccosine|反余弦
aperture|孔, 缝隙, 孔径
approvedly|approved的变形
apolline|[常Apolline ]太阳神阿波罗的, 有关太阳神阿波罗的
archenteron|原肠之消化道
asthmatoid|似气喘的, 气喘性的
aloe|芦荟, 芦荟叶汁
apts|(apt 的复数) a. 有...倾向的, 易于的, 恰当的, 聪明的
ablating|烧蚀的
aerogen|产气菌, 产气微生物
abdicated|退位；放弃
aligners|[机] 调整器；汽车的转向轮安装角测定仪；前轴定位器
aldebaranium|[医] 铥(69号元素)
artillerymen|(artilleryman 的复数) n. 炮兵, 炮手
ablaut|元音交替
abrastol|β-萘酚-α-一元磺酸钙
adenomycosis|[医] 腺霉菌病
atresia|闭锁, 无孔
apers|antipersonnel 杀伤性的
aggrandizing|增加；夸大；强化
archistome|胚孔
aleuron|煳粉
aromatizer|[化] 香料; 芳化剂
arraigning|传讯, 控告；责难, 指责
americanize|使美国化
apishamore|马鞍座毯
astigmatism|散光
asherah|（人名）阿瑟拉（古代西闪米特人崇拜的女神）
absentees|缺席者( absentee的复数形式 ); 缺勤者; 在外地主; 外住者
aegina|埃伊纳岛（希腊东南沿海岛屿）；埃吉娜（女子名）
actualistic|现实主义的
aphanisis|性机能丧失恐怖
ansi|[计] 美国国家标准学会
arcuately|弓状的
adenology|腺学(一门研究腺的性质和功能的学科)
ateliers|(atelier 的复数) n. 工作室, 画室
antiproton|反质子
acupuncture|针刺, 针刺疗法
antacrid|解辣的
alkalizer|碱化剂
ascends|上升, 攀登( ascend的第三人称单数 )
aboriginals|土著居民（aboriginal复数）
astricted|束缚；使缩小；限制
aire|亚耳河（英国约克郡西部河流）
acanthin|针质
anagramming|(anagram 的现在分词) n. 回文构词法
amoralism|非道德论
angiotomy|[医] 血管切开, 血管解剖学
anamnesis|回忆, 回想, 既往病历
aqueousness|aqueous的变形
areographic|关于描写火星的
androsphinx|狮身人头像
acinic|[医] 腺泡的
ansae|[医] 袢
achromatinic|非染色质的
antagonise|对...起反作用, 使成为仇敌, 招...的怨, 引起...的敌对, 抵销, 中和
axifugal|远心的, 离心的
abuttal|邻接, 毗连
antasthenic|[医] 恢复体力的
albescent|正在变白的, 带白的
anticlimaxes|突降法( anticlimax的复数形式 ); 虎头蛇尾; 苍白无力的结尾; 令人扫兴的结尾
atalanta|阿塔兰特(捷足善走的美女)
aortarctia|[医] 主动脉狭窄
anglicans|(Anglican 的复数) n. 盎格鲁人
atomistical|原子的；☉原子说的
airbursts|(airburst 的复数) n. 空中爆炸
afrikaner|南非白人
airedale|硬毛杂种狗, 艾尔谷犬
acacin|[化] 金合欢胶
alioth|[天]玉衡(星), 北斗五[大熊座ε]
anoraks|皮猴( anorak的复数形式 ); 带风帽的厚夹克
acromelalgia|[医] 红斑性肢痛病
amazed|吃惊的, 惊奇的
awan|(Awan)人名；(巴基)阿万
amylopsin|胰淀粉酶
ajax|创建交互式 Web 应用程序而无需牺牲浏览器兼容性的流行方法（Asynchronous JavaScript and XML）；爵士白；铅青铜轴承合金
antimephitic|[医] 抗臭的
autocycle|机动脚踏车
affa|Air Freight Forwarders Association 空运公司联合会; audio frequency Fourier analyzer 音频傅里叶分析器
anginophobia|[医] 心绞痛恐怖
anticipators|预期者；先发制人者
actinomycoma|[医] 放线菌肿
amidst|在...当中
acetabular|[医] 髋臼的; 腹吸盘的
acetol|(=1-hydrozy-2-propanone)丙酮醇, 乙酰甲醇, 1-羟基-2-丙酮
arctos|大小熊星座统称
alkide|烃基化物, 烷化物
abkhas|[网络] 阿布哈斯
afterguard|(游艇的)船主(兼作业余船员, 有别于受雇水手)；指定在船尾甲板上值勤(或工作)的海员们
amanitas|伞形毒菌；毒蕈之一种
antecornu|[医] 侧脑室前角
anhalonium|[医] 老头掌属
acosmist|无宇宙论者
acanthopanax|刺五加
abstractor|萃取器；摘录者
agrestis|[医]属于田地的，耕地的
armagnacs|(Armagnac 的复数) n.[亦作a-]阿马尼亚克酒
abducting|绑架；诱拐；使外展
araucarian|, n. araucaria的变形
affrication|（音的）破擦，塞擦
aspirators|[医]吸气器
azorubine|偶氮玉红
arbutus|野草莓树
andalusian|安达卢西亚语, 安达卢西亚人, 安达卢西亚鸡
algum|[植]檀香树
arbitrageur|从事于套利(套汇)之人
attently|attent的变形
absorbedly|入神地, 全神贯注地, 专心一意地
anagogically|（对<圣经>等所作的）神秘解释地
aldrovanda|[网络] 貉藻属
auricula|[植]耳状报春花,[动]耳螺属软体动物
aright|正确地
akrochordite|球砷锰矿
aion|前部缺血性视神经病（Anterior ischemic optic neuropathy）
actualities|现状；现实；事实
aseptic|防腐剂
anapsid|无孔型
anthotaxy|[植]花序
altometer|(=altimeter)高度计, 高度测量器
ampelopsis|蛇葡萄
arylating|[机] 芳基的, 芳基化(作用)
apiarist|养蜂人, 养蜂家
aortopathy|[医] 主动脉病
arcual|[医] 弓的
assuetude|习惯
acrospire|(萌发种子最先生出的)旋状幼芽, 幼根
angary|(国际法)常征用权
allegorical|寓言的, 讽喻的
avale|使下降, 放低, 沉下, 流下
astor|阿斯特（男子名）
acetifying|使醋化；变酸
alchemize|用炼金术使变化
anadidymus|[医] 双下身联胎, 上身联胎
accordions|手风琴( accordion的复数形式 )
almuce|(原为牧师戴的)皮兜帽
autosexing|性别自体鉴定,性别自体显示( 指通过杂交培育刚孵出的家禽能在绒羽颜色等特征上显示自己的性别)
autochthones|本地人, 土著( autochthon的名词复数 )
ascites|腹水
ametoecious|(生态学用语)单主寄生的,不转主寄生的
asem|亚欧会议（Asia-Europe Meeting）
acroclinium|[网络] 秋水仙碱
alarmedly|惊恐地；惊慌地
arbored|用树木装配的
accoucheuse|女助产士
acetaldol|(=aldol)丁间醇醛, 3-羟基丁醛
aesopian|伊索的
arsyl|[机] 胂基, 二氢胂基
aranyaka|森林书（婆罗门典籍）；阿兰那（古代阿兰人建立的古国家名）
arbs|Angular-Rate Bombing System 角速率轰炸系统; Associate of the Royal Society of British Sculptors 英国雕刻家皇家协会联合会; automatic radar beacon sequencer 自动雷达信标定序器
admixtures|(admixture 的第三人称 -s形式) n. 混合, 混合物
ambrosin|豕草素
acrostichum|[医] ǎ蕨属(金蕨属)
alfreda|阿弗丽达(f.)
atmidometer|蒸汽计
ailanthus|[植] 臭椿属
antivirotic|抗病毒的, 抗病毒剂[素]
adonidin|阿多尼丁(春福寿草混合甙), 侧金盏花酊
actinoblast|[动]辐胞
anthropoidea|[医] 类人猿亚目
apposed|添；使并列；把…用于；放…在近处
adduced|举出；引证
afforcement|加强阵容
apiculturist|养蜂人, 养蜂家
announcers|宣告者( announcer的复数形式 ); 播音员; （戏剧的）报幕员; （比赛的）解说员
aerated|充气的；充入二氧化碳的；同空气混合的
abouts|关于；大约
apparatchiki|共产党官员；职业政党工作人员 (apparatchik的变形)
alluvious|冲积的
ariana|(Ariana)人名；(罗、捷)阿里亚娜；(英)阿里安娜
ampelopsin|[化] 白蔹素
alkoran|可兰经
aptotic|固定的, 无变化的
aircrew|空勤组
asterion|星穴, 星点(枕、顶、颞三骨会合处)
arachnopia|[医] 蛛软膜
agedly|老年人似地,老态龙钟地
alembicated|(文体) 过分精炼的
arrears|逾期债款, 欠帐
alopecurus|[网络] 看麦娘属；狐尾黄耆；大看麦娘
amygdophenin|[医] 杏仁酰对乙氧基苯胺
atavist|显现隔代遗传之动物或植物
anthratriol|[化] 蒽三酚
autoheader|自走式联合收获机
aboral|离口的, 对口的
arytenoid|[医] 杓状的
acaulous|[植] 无茎的
adon|(Adon)人名；(法)阿东
antiphrastic|antiphrasis的变形
awa|[苏](=away)离开, 远, 那边
apolysis|老落
arcing|[机] 电弧作用
ambulates|走动（ambulate的第三人称单数形式）
arabine|[机] 哈满尔
auspiciously|吉利, 繁荣昌盛, 前途顺利, 吉祥
amphitricha|[医] 两端鞭毛菌
acclimating|服水土；适应新环境
anlace|双刃短剑
araminta|[人名] 阿拉明塔
amerciable|应罚款的
alvan|阿尔万(m.)
auriculare|[医] 耳道点(外耳道口顶)
anglers|垂钓者( angler的复数形式 )
amel|[医] 航空医学设备实验室
akuammine|[化] 阿枯明
antisocially|antisocial的变形
amphipoda|端足类
anan|(Anan)人名；(日)阿南(姓)；(阿拉伯、泰、哈萨、乌兹、吉尔、塔吉、阿塞、土库)阿南
aleppine|,adj. Aleppo的变形
apologists|辩解者, 辩护士( apologist的复数形式 ); 护教论者
abhorrer|憎恶者, 厌恶者
astacidae|螯虾科
auxospore|复大[发育]孢子
attenuation|变稀薄, 变纤细, 衰减
albigensian|阿比尔派教徒的
abbasid|(阿拉伯帝国)阿巴斯王朝(750-1258) 的统治者
analgic|[医] 痛觉缺失的
aromatically|芳香地
auctionary|auction的变形
autogiro|旋翼飞机
aortal|[医] 主动脉的
accelerators|<物>（粒子）加速器( accelerator的复数形式 ); 加速者; <化>加速剂; <英>（二轮或三轮的小型）摩托车
adelina|阿德利娜
ameliorator|改良物；改良者
acerbated|使发怒, 使烦恼( acerbate的过去式和过去分词 )
altaic|阿尔泰山的, 阿尔泰语系的
asiderite|陨石
acushla|爱人
associable|可联想的, 易受(其它部分)交感作用影响的
anarthrous|不用冠词的, 无关节的
assortive|相配的,相称的,协调的
acanthuses|爵床属；莨苕叶形的装饰；叶形装饰
afflictively|afflictive的变形
appulsive|趋向的；撞击的
arnicas|山金车( arnica的名词复数 )；山金车酊
antipathetic|生来厌恶的, 怀有反感的, 引起反感的
actinal|有触手的, 口侧的
alkalise|[医]碱化
assister|assist （帮助）的名词形式; 拂
attorn|转让, 让予
alkalimeter|碱浓度测量器
ambuscado|[古语] = ambuscade
aby|偿；赎（罪）
autoput|(南斯拉夫的)高速公路
assurable|可保证的
anthema|[医]疹, 皮疹
atactic|不规则的,[医]协同不能的,[语]不合语法的
abbatial|修道院的, 修道院院长的
adenogenous|[医] 腺原的
ascher|(Ascher)人名；(德、罗)阿舍尔
aisled|有狭长通路的
arteriograph|[医] 动脉搏描记器; 动脉搏描记图
avocat|<法>律师
anga|American Natural Gas Association 美国天然气协会; Angel dust phencyclidine and marijuana mixture 苯环己呱啶和大麻合剂
agglomerant|粘结剂, 凝集剂
amphichrome|双色植物, 两色花
autoignition|自动点火
abettor|唆使者, 怂恿者
actualized|实现, 实施( actualize的过去式和过去分词 )
anaerobion|嫌气的, 厌气生物, 厌氧菌
antipriming|[机] 防沸腾
apocynum|罗布麻, 红野麻, [Apocynum ]罗布麻属, 茶叶花属
adrenotropic|[医]促肾上腺的,亲肾上腺的
anthocyan|花色素类, 花色甙
apagoge|[逻]反证法
abterminal|[医] 离末端的, 从末端向中心的(电流)
aahed|(aah 的过去时) abbr.[军] Armored Artillery Howitzer, 装甲榴弹炮
achieves|取得( achieve的第三人称单数 ); 获得; 实现; 成功
aggrandizer|aggrandize的变形
adventureful|富于惊险事件的；奇遇的
atomistic|原子的, 原子论的
adeodatus|阿德奥达图斯一世(即Saint Deusdedit)
admeasuring|分配, 配给( admeasure的现在分词 )
abasing|打倒
allochiral|[医] 对侧感觉的
auditioned|试听（audition的过去式与过去分词形式）
arecaine|[医] 槟榔次硷, 甲基四氢化烟酸(驱虫药)
aperitifs|（饭前饮用的）开胃酒( aperitif的复数形式 )
acerola|[植]金虎尾
arquebus|火绳枪
adipoid|类脂
archenemy|魔王, 主要敌人
aglycosuric|[医] 无糖尿的
adorer|爱慕者, 崇拜者
amphikaryon|双组核, 倍数核, 受精核
autism|孤独症
arioso|咏叹调的
atelectasis|(肺)膨胀不全, (肺)不张
animally|肉体上
acerin|[化] 槭素
amphigenesis|有性生殖, 两性生殖
amphigouri|无意义而滑稽的文章
admonitorily|admonitory的变形
autotomized|自割, 自行分裂( autotomize的过去式和过去分词 )
aromas|芳香( aroma的复数形式 ); 气味; 风味; 韵味
abraid|[废语]
astucity|astucious的变形
apnoeas|窒息，无呼吸；呼吸暂停
abbreviatory|[计] 缩写的, 省略的, 短缩的, 简略的
acceptancy|愿意(或乐意)接受；容易接受；迅速接受；接受；领受；收受；接纳
ardency|热心, 热烈
amnesiac|[医] 遗忘者
allegorised|(allegorise 的过去分词) vt., vi. = allegorize
attiring|使穿上衣服, 使穿上盛装( attire的现在分词 )
aestivator|夏蛰动物
amplexicaul|[植]抱茎的
aggrate|[废语]；使高兴；使满足
arizonite|正长脉岩, 重铁钛矿, 红钛铁矿
arciform|拱状的, 弓形的
amigo|朋友
astable|不稳定的,[电]不稳(定)的,非稳态的
antihelix|对耳轮
astrogeology|太空地质学
acieration|金属镀铁硬化
akebia|木通属
agleam|光亮的, 闪亮的
aromatites|古代阿拉伯和埃及的宝石
augustly|庄严地, 威严地
arias|阿里亚斯（姓氏）
arterialized|化为动脉血
anthracemia|[医] 一氧化碳中毒, 炭疽菌血症
admirer|钦佩者, 仰慕者, 求爱者
aperient|有轻泻作用的药剂
agnus|阿格纳斯（人名）
allonym|假托伪名
apostasies|变节；脱党；背教
abhinaya|[网络] 阿比纳亚；卡塔克舞中的表演；阿卑那亚
angulated|使成角的, 使有角的
auditions|试演；听力；试听（audition的复数形式）
absconders|(absconder 的复数) [法] 潜逃者, 逃亡者
allegretto|稍快地
anticked|antic的变形
administrant|管理人, 行政官
aproctous|【动物学】锁肛的, 无肛门的
addictions|瘾( addiction的复数形式 ); 吸毒成瘾; 沉溺; 癖好
antitruster|实施(或拥护)反托拉斯法律者
antimonsoon|反季风
arrowheads|箭头( arrowhead的复数形式 ); 箭镟; 楔形符号; <植>慈菇
asymptotic|[计] 渐近的
anticritical|[医] 防猝变的
abacuses|算盘
actuarial|保险计算员的, 保险计算的
aluminized|以铝覆盖, 以铝处理( aluminize的过去式和过去分词 )
asta|(Asta)人名；(俄、芬、捷、意、瑞典)阿斯塔
autognostic|[医] 自[己]诊[断]的
auricular|耳的, 私下对人说的, 耳状的
ashtray|烟灰缸
antitegula|上腋瓣
ashlering|[机] 砌琢石
awnings|布做的凉篷( awning的复数形式 ); 遮篷; 雨篷; （甲板等上的）天篷
accumbency|accumbent的变形
autotrophy|[生]自养(作用)
ascocarpous|[植]子囊果的
agromania|旷野独处症（有时为神经分裂的症状）
addr|[计] 加法器, 地址, 编址
arsoite|辉橄砷基, 辉橄粗面岩
aircrews|（尤指空军的）机组人员, 空勤人员, 空勤组( aircrew的复数形式 )
analyzable|可分析的
arbitrative|[法] 有权仲裁的, 由仲裁决定的
anthocarpous|[植]掺花果的
ageists|adj. 歧视老人的；对老年人抱有偏见的；年龄歧视的
annuities|年金；养老金（annuity的复数）
airspeeds|空速( airspeed的复数形式 )
aversions|厌恶( aversion的复数形式 ); 讨厌的人或东西; <废>转变方向; 背离
abeyance|中止, 暂搁, 停止, 归属待定
alleghenian|阿莱干尼生物地理带的；Allegheny的变形
admixed|使混合, 混合( admix的过去式和过去分词 )
atoneness|和谐的关系
awoken|awake的过去分词
ammodytidae|[网络] 玉筋鱼科
arbitragers|套利者, 套购者, 套汇者( arbitrager的名词复数 )
andesitic|安山岩的
alimentally|alimental的变形
accur|accuratissime (Latin=most accurately) （拉丁语）最精确的
afternoons|每天下午, (在)任何下午
armoured|装甲的
antecardium|[医] 腹上部
anthracia|[医] 痈
avo|分(澳门辅币名)
arbuscular|灌木的
antiparticle|反粒子
applaudable|adj,值得鼓掌的
auk|海雀
amatol|阿马托炸药
aggressing|攻击, 侵犯( aggress的现在分词 )
antilitter|防止(或劝阻)在公共场所乱丢杂物的
alfonso|阿方索（男子名）
ascendible|ascend的变形
aridities|(aridity 的复数) n. 干旱, 不毛, 乏味
anabas|攀鲈
alacrity|敏捷, 轻快, 乐意
abatement|减少, 减轻, 缓和, 折扣, 撤消, 中止
adenylic|adj. adenylic acid 【生物化学】腺甘酸
auspicate|以讨吉利的仪式着手做
amygdalate|巴旦杏的, 巴旦杏状的
appl|applied 应用的; appliance 用具; applicable 可适用的; application 请求
acephalina|无头亚目
airspeed|空速
aerosiderite|陨铁
aponeuroses|[医] 腱膜
antipoverty|反贫穷的,<美>(尤指政府倡议的)反贫穷计划
allies|（第一次世界大战时的）协约国；（第二次世界大战时的）同盟国
armfuls|（双臂或单臂的）一抱（之量）( armful的复数形式 )
archimycetes|古生菌
arpent|阿邪(法国旧地积度量单位)
asecretory|[医] 无分泌的
animadverted|责备, 谴责, 批评( animadvert的过去式和过去分词 )
arterious|[医] 动脉的
artifacts|史前古器物；人工产品
arolium|[医] 中垫
allergies|[医]过敏症; [口]厌恶, 反感; （对食物、花粉、虫咬等的）过敏症( allergy的复数形式 ); 变态反应, 变应性
apolysin|[药]阿朴利辛
amphicarpous|具两种果实的
allegiances|拥护, 忠诚( allegiance的复数形式 )
autocar|汽车
astrocytic|[医]星形细胞的
archpriest|大司祭, 大祭司
albuminone|[医] 白蛋白胨, 类ж
allioniaceae|[网络] 洋葱科
archispore|孢原组织
angionoma|[医] 血管溃疡
aeriest|高处的巢, 高处的房子或城堡( aery的最高级 )
allspice|多香果
arcanum|秘密, 奥秘, 秘方
anagrammatic|改缀文字的；字谜的
affuse|灌注
amblyacousia|听觉迟钝, 弱听
adored|崇拜
angiospasm|[医] 血管痉挛
audile|听觉的
algas|水藻
antalkali|解碱药, 抗碱剂
arpeggiated|(arpeggiate 的过去时) vt. 用琶音演奏
arachne|[希神]阿拉克尼(古传系Lydia之少女,与女神Athena竞赛织绣获胜,被点化为蜘蛛)
apologizes|道歉( apologize的第三人称单数 ); 辩白
allurements|(allurement 的复数) n. 引诱, 诱惑
aerobiotic|好氧生活的
anorganology|[医] 无生物学
autography|亲笔, 亲笔的签名, 真迹复制术
apochromat|高度消色透镜
appreciating|欣赏（appreciate的ing形式）；感激；使增值；鉴别
accessaries|辅件, 配件（accessary的复数）
algometer|痛觉测验计(用以测因受压而产生的痛觉)
athanasy|不死, 不灭,不朽
anaclastic|屈折的, 反曲的
analogical|相似的, 类推的, 比拟的
anarchistic|无政府主义的
appulsion|趋向, 撞击
affiliations|联系( affiliation的复数形式 ); 附属机构; 亲和性; 接纳
anisophylly|异形叶性
arbores|[医] 树(树状结构)
arrish|小麦茬
alopiidae|长尾鲨科
analyt|分析化学
abominable|讨厌的, 令人憎恶的
apothegm|格言, 箴言
amyctic|腐蚀性的, 刺激性的
akhund|阿洪德（人名）
antiquarians|古文物研究者, 收集古文物者( antiquarian的复数形式 )
ardour|热忱, 热情, 情欲, 激情, 灼热
affirmable|可断言的
anemoscope|风向仪
allethrin|[化]丙烯除虫菊(酯),丙烯菊酯
antecedency|先, 居先, 先行
arcograph|圆弧规
allogamy|异花受粉
anticardium|[医] 腹上部
allylamine|丙烯胺
aeromagnetic|[电] 空气磁性
anthidium|[网络] 黄斑蜂属
allelism|(=allelomorphism)等位性, 对偶性
academist|学院派艺术家
armida|(Armida)人名；(意)阿尔米达
alliances|（国家、政党等的）结盟( alliance的复数形式 ); 同盟国; 结盟的社会; 联姻
amylose|直链淀粉, 多糖
aureolin|[医] 钴黄(钴亚硝酸钾)
appassionato|热情的
amylan|[化] 麦胶
assassinated|暗杀；行刺
aphorismatic|aphorism的变形
andean|安第斯山脉的
aginner|<俚>反对变革的人
